Korisnik: anana
RelativnoVreme_ms,IR_Signal
27040,253467
27042,253475
27043,253529
27044,253622
27239,253593
27240,253620
27242,253642
27243,253638
27244,253623
27245,253636
27246,253649
27248,253666
27249,253709
27250,253686
27251,253719
27252,253609
27253,253104
27254,252807
27255,252755
27256,252779
27269,252957
27323,253075
27324,253164
27326,253173
27351,253175
27443,253190
27453,253252
27454,253241
27455,253280
27467,253214
27500,253179
27649,253165
27658,253221
27659,253277
27660,253322
27660,253410
27661,253416
27666,253473
27754,253495
27864,253518
27866,253552
27869,253557
27870,253575
27871,253555
27872,253552
27874,253577
27957,253602
27966,253608
27967,253650
27968,253651
28058,253331
28068,253021
28069,252742
28070,252750
28161,252874
28186,252970
28188,253200
28189,253212
28198,253232
28208,253250
28289,253256
28290,253280
28301,253216
28513,253198
28514,253146
28516,253123
28517,253216
28518,253247
28519,253297
28520,253339
28571,253386
28573,253412
28682,253430
28683,253395
28684,253418
28684,253504
28685,253463
28686,253520
28687,253561
28778,253553
29083,253547
29085,253348
29086,252899
29087,252692
29088,252698
29090,252785
29188,252969
29189,253083
29190,253175
29192,253165
29193,253205
29194,253245
29195,253267
29196,253218
29197,253129
29198,253150
29200,253098
29201,253193
29202,253216
29417,253273
29418,253343
29419,253380
29421,253461
29422,253414
29423,253428
29424,253426
29426,253443
29427,253455
29428,253526
29493,253522
29799,253348
29801,253081
29802,252618
29803,252478
29804,252576
29806,252734
29807,252876
29808,252969
29810,253047
29811,253017

Status: NORMALNO
Konacan_BPM:93
Konacan_SpO2:99
